Material,Nº holes / Nº filaments,Diameter (mm),L/D,Filter (um),Sand quantity (cm),Support,Vpump (rpm),Vext (rpm),TE1 (°C),TE2 (°C),TE3 (°C),TE4 (°C),TD(°C),PD(bar),PE(bar),VTO (m/min),VG1(m/min),VG2(m/min),VG3(m/min),VG4(m/min),Vwinder (m/min),Winder tension (N),Tg1(°C),Tg2(°C),Tg3(°C),Quench (%),Spin. F (rmp),Height (m),Count (dtex),Tenacity (g/den),Elongation (%),Sand size min (um),Sand size max (um)
PP + 07%Rojo + 2%UV 792930,72.0,0.4,4.0,60.0,0.0,,16.5,36.0,220.0,230.0,240.0,245.0,260.0,56.0,60.0,602.0,749.0,1951.0,2201,2083,2165.0,19.0,65.0,80.0,120.0,80.0,16.0,2.1,140,3.27,54.4,0.0,0.0
PP + 07%Rojo + 2%UV 792930 + 4% FR LXR935,72.0,0.4,4.0,60.0,0.0,,16.5,55.0,220.0,230.0,240.0,245.0,260.0,50.0,60.0,602.0,749.0,1951.0,2201,2083,2165.0,19.0,65.0,80.0,120.0,80.0,16.0,2.1,140,3.37,76.4,0.0,0.0
rPET + 2% Amarillo,72.0,0.3,2.0,178.0,2.0,2.0,22.0,62.0,275.0,285.0,285.0,295.0,295.0,145.0,60.0,699.0,749.0,1350.0,2429,2499,2580.0,,90.0,100.0,130.0,85.0,16.0,1.4,250,2.6,30.0,500.0,355.0
rPET + 2% Amarillo,72.0,0.3,2.0,178.0,2.0,2.0,22.0,62.0,275.0,285.0,285.0,295.0,295.0,140.0,60.0,699.0,749.0,1500.0,2753,2665,2760.0,,90.0,100.0,130.0,85.0,16.0,1.4,250,3.0,26.0,500.0,355.0
rPET,72.0,0.3,2.0,90.0,3.0,2.0,14.0,44.0,265.0,275.0,280.0,285.0,390.0,110.3,70.0,2690.0,,,2710,2730,2800.0,,110.64434222026924,147.82536130425342,140.65776084356483,30.0,18.0,1.3,145,2.3,104.0,500.0,355.0
rPET,72.0,0.3,2.0,90.0,3.0,2.0,13.0,49.0,265.0,275.0,280.0,285.0,390.0,100.8,70.0,2690.0,,,2710,2730,2800.0,,112.09871265509364,149.5954495052334,140.9769925580178,30.0,18.0,1.3,137,2.4,120.0,500.0,355.0
rPET,72.0,0.3,2.0,90.0,3.0,2.0,12.5,62.0,270.0,280.0,285.0,290.0,390.0,98.0,70.0,2690.0,,,2710,2730,2800.0,,120.80680765895059,164.4097557580317,146.4007547793106,30.0,18.0,1.3,135,2.35,115.0,500.0,355.0
rPET Batch 1,72.0,0.3,2.0,60.0,3.0,2.0,14.0,58.0,270.0,275.0,285.0,290.0,295.0,114.4,70.0,2700.0,,,2720,2735,2800.0,,108.72068584413437,128.4742221989983,133.463733449774,30.0,20.0,1.3,150,2.62,114.8,500.0,355.0
rPET Batch 1,72.0,0.3,2.0,60.0,3.0,2.0,12.0,58.4,270.0,275.0,285.0,290.0,295.0,99.2,70.0,2700.0,,,2720,2735,2800.0,,109.47077672692808,130.54693352668676,133.13054758344504,30.0,20.0,1.3,130,2.59,115.0,500.0,355.0
TPE + 10% Plastificante,48.0,0.4,4.0,90.0,0.0,,14.0,33.0,190.0,195.0,200.0,205.0,210.0,28.0,70.0,2401.0,,,2401,2436,2520.0,,52.9183753083227,73.36978908250083,83.20765391486597,40.0,23.0,1.3,170,0.64,130.0,0.0,0.0
TPE + 10% Plastificante,48.0,0.4,4.0,90.0,0.0,,14.0,33.0,190.0,195.0,200.0,205.0,210.0,28.0,70.0,2700.0,,,2724,2749,2850.0,,54.48962731983877,66.39891531538902,85.75009150759982,80.0,25.0,1.8,150,0.7,114.8,0.0,0.0
rPET DECATHLON,36.0,0.3,2.0,90.0,4.0,2.0,14.0,54.0,250.0,260.0,265.0,265.0,260.0,171.0,60.0,2866.0,,,2900,2900,3000.0,,99.93771377599714,126.07077269339227,123.0866742448693,40.0,20.0,1.5,135,1.6,118.8,500.0,355.0
rPET 50/50,36.0,0.3,2.0,90.0,3.0,2.0,14.0,62.0,260.0,265.0,270.0,270.0,270.0,91.8,60.0,2866.0,,,2900,2900,3000.0,,117.4098861961083,143.18634100123873,128.23182952348463,60.0,20.0,1.55,140,1.45,130.8,500.0,355.0
rPET 50/50,36.0,0.3,2.0,90.0,3.0,2.0,13.5,61.0,260.0,265.0,270.0,270.0,272.0,86.5,60.0,2866.0,,,2900,2900,3000.0,,117.80600528766895,143.7588785123264,128.3823868999535,60.0,20.0,1.55,135,1.45,133.9,500.0,355.0
rPET 50/50,36.0,0.3,2.0,90.0,3.0,2.0,13.0,67.0,260.0,265.0,270.0,270.0,272.0,80.8,60.0,2866.0,,,2900,2900,3000.0,,121.81965002877817,148.1213766581311,129.92920933648136,60.0,20.0,1.55,130,1.49,140.0,500.0,355.0
100% NEGOMBO SIN COLOR,72.0,0.3,2.0,60.0,0.0,,15.0,70.0,250.0,260.0,260.0,265.0,270.0,46.2,60.0,2866.0,,,2900,2900,3000.0,20.0,86.50866650175752,121.93586270461726,116.26221040142568,60.0,20.0,1.3,150,1.72,104.0,0.0,0.0
PEF 75:25 (0560:0491),48.0,0.4,2.0,90.0,6.0,178.0,25.0,50.0,240.0,250.0,255.0,260.0,265.0,200.0,50.0,2886.0,,,2910,2895,2990.0,21.0,84.88282558916416,112.87388600819764,116.34198193862571,40.0,15.0,1.5,270,2.2,143.4,500.0,355.0
PEF 75:25 (0560:0491),48.0,0.4,2.0,90.0,6.0,178.0,26.5,50.0,240.0,250.0,255.0,260.0,265.0,222.0,50.0,2886.0,,,2910,2895,2990.0,21.0,83.20745579642198,111.25590101552771,115.54150605233407,40.0,15.0,1.5,295,2.15,142.0,500.0,355.0
PEF 75:25 (0560:0491),48.0,0.4,2.0,90.0,6.0,178.0,30.5,52.0,240.0,250.0,255.0,265.0,270.0,217.0,50.0,3390.0,,,3414,3405,3500.0,21.0,90.90331979212046,126.88654325665797,126.37651506980181,50.0,16.0,1.6,290,2.31,131.4,500.0,355.0
PEF 75:25 (0560:0491),48.0,0.4,2.0,90.0,6.0,178.0,35.0,36.0,240.0,250.0,255.0,270.0,275.0,201.0,50.0,3890.0,,,3895,3885,4000.0,21.0,89.3442382991184,133.35527404315928,130.27249247217188,70.0,16.0,1.6,295,2.31,108.3,500.0,355.0
PEF 75:25 (0560:0491),48.0,0.4,2.0,90.0,2.0,178.0,17.0,40.8,240.0,250.0,255.0,260.0,260.0,170.0,50.0,3903.0,,,3898,3883,4000.0,12.0,101.17963443222804,134.81674984407647,137.08622667322263,50.0,16.0,1.6,135,2.87,97.0,500.0,355.0
PEF 75:25 (0560:0491),48.0,0.4,2.0,90.0,2.0,178.0,13.6,38.0,240.0,250.0,255.0,260.0,260.0,170.0,50.0,3395.0,,,3898,3399,3500.0,12.0,104.43641431819859,123.87492522155401,133.78425275963212,50.0,16.0,1.6,125,2.54,83.5,500.0,355.0
PEF 75:25 (0560:0491),48.0,0.4,2.0,90.0,2.0,178.0,13.6,35.0,240.0,250.0,255.0,260.0,260.0,153.0,50.0,3395.0,,,3898,3399,3500.0,12.0,103.19069611855917,123.31360331745428,132.500168044557,50.0,16.0,1.6,120,2.43,93.2,500.0,355.0
PET + PEF,48.0,0.4,2.0,90.0,1.0,,13.0,32.0,270.0,280.0,285.0,285.0,290.0,230.0,80.0,3230.0,650.0,1750.0,2152,2005,2070.0,17.0,120.0,130.0,140.0,40.0,10.0,1.6,200,3.03,38.4,500.0,355.0
PET + PEF,48.0,0.4,2.0,90.0,1.0,,12.0,45.0,270.0,275.0,280.0,285.0,285.0,230.0,80.0,2900.0,650.0,1750.0,2910,2895,2995.0,13.0,120.0,130.0,140.0,50.0,15.0,1.6,125,2.85,86.2,500.0,355.0
PET + PEF,48.0,0.4,2.0,90.0,1.0,,12.0,45.0,275.0,285.0,290.0,290.0,290.0,230.0,80.0,2900.0,650.0,1750.0,2910,2895,2995.0,13.0,120.0,130.0,140.0,50.0,15.0,1.6,125,3.08,94.44,500.0,355.0
PET + PEF,48.0,0.4,2.0,90.0,1.0,,13.0,35.0,275.0,285.0,290.0,290.0,290.0,230.0,80.0,2900.0,650.0,1750.0,2910,2895,2995.0,13.0,120.0,130.0,140.0,50.0,15.0,1.6,135,2.9,93.5,500.0,355.0
30/70 (Color/rPET),36.0,0.3,2.0,90.0,3.0,178.0,13.0,61.0,268.0,273.0,280.0,275.0,278.0,76.0,60.0,2876.0,,,2900,2900,3005.0,,127.90164972057069,155.3258656895551,138.0698825592423,30.0,16.0,1.5,130,1.64,141.3,500.0,355.0
PES SEMI-MAT,48.0,0.3,2.0,60.0,4.0,2.0,20.0,62.0,280.0,290.0,295.0,295.0,295.0,267.0,60.0,3000.0,,,3008,3003,3100.0,,105.12622832548603,128.47499482660666,128.32570872977686,40.0,30.0,1.1,190,2.32,132.1,500.0,355.0
PES GRAFENO 5000 ppm,48.0,0.3,2.0,60.0,4.0,2.0,20.0,55.0,280.0,290.0,295.0,295.0,295.0,344.0,60.0,3000.0,,,3008,3003,3100.0,,100.89433058457792,123.51096551530037,125.62577615012847,40.0,30.0,1.1,190,2.44,120.7,500.0,355.0
PES GRAFENO 10000 ppm,48.0,0.3,2.0,60.0,4.0,2.0,20.0,71.0,265.0,270.0,275.0,280.0,285.0,201.0,60.0,3000.0,,,3008,3003,3100.0,,98.843600662141,122.56523723482383,123.6078001001676,40.0,30.0,1.1,195,1.94,128.2,500.0,355.0
PE PURELL GA7760 + 4% Aditivo,72.0,0.4,4.0,105.0,2.0,2.0,28.0,44.0,200.0,200.0,200.0,200.0,205.0,347.0,60.0,500.0,720.0,1000.0,1100,1052,1050.0,2.0,27.88553570474341,38.24473075526909,40.312143965605884,80.0,30.0,2.1,170,0.41,292.8,850.0,500.0
PE PURELL GA7760 + 4% Aditivo,72.0,0.4,4.0,105.0,2.0,2.0,33.0,44.0,200.0,200.0,200.0,200.0,205.0,347.0,60.0,500.0,720.0,1000.0,1100,1052,1050.0,2.0,26.075275533657113,38.55975087341366,28.748853024425557,80.0,30.0,2.1,460,0.71,371.0,850.0,500.0
PE PURELL GA7760 + 4% Aditivo,72.0,0.6,4.0,105.0,2.0,2.0,42.0,57.0,200.0,200.0,200.0,200.0,205.0,336.0,60.0,550.0,800.0,1900.0,2200,2150,2180.0,2.0,60.0,50.0,50.0,100.0,30.0,2.1,415,1.47,147.0,850.0,500.0
PE PURELL GA7760 + 4% Aditivo,72.0,0.6,4.0,105.0,2.0,2.0,42.0,57.0,200.0,200.0,200.0,200.0,205.0,343.0,60.0,550.0,800.0,1900.0,2171,2150,2085.0,2.0,40.0,40.0,50.0,100.0,30.0,2.1,415,1.57,180.3,850.0,500.0
PE PURELL GA7760 + 4% Aditivo,72.0,0.6,4.0,105.0,2.0,2.0,42.0,57.0,200.0,200.0,200.0,200.0,205.0,343.0,60.0,550.0,800.0,1900.0,2171,1981,2045.0,22.0,40.0,40.0,50.0,100.0,30.0,2.1,415,1.51,170.3,850.0,500.0
PE PURELL GA7760 + 4% Aditivo,72.0,0.6,4.0,105.0,2.0,2.0,42.0,57.0,200.0,200.0,200.0,200.0,205.0,343.0,60.0,550.0,800.0,1900.0,2171,1981,2045.0,22.0,40.0,40.0,35.0,100.0,30.0,2.1,415,1.46,176.0,850.0,500.0
PE PURELL GA7760 + 4% Aditivo,72.0,0.6,4.0,105.0,2.0,2.0,42.0,57.0,200.0,200.0,200.0,200.0,205.0,343.0,60.0,550.0,800.0,1900.0,2171,1981,2045.0,22.0,40.0,40.0,70.0,100.0,30.0,2.1,415,1.28,192.3,850.0,500.0
PE PURELL GA7760 + 4% Aditivo,72.0,0.6,4.0,105.0,2.0,2.0,42.0,59.0,200.0,200.0,200.0,200.0,205.0,245.0,60.0,550.0,800.0,2350.0,2600,2350,2430.0,17.0,40.0,40.0,70.0,100.0,30.0,2.1,320,1.88,120.0,850.0,500.0
NEGOMBO WHITE 30% + rPET 70%,36.0,0.3,2.0,90.0,3.0,178.0,13.0,45.0,270.0,275.0,280.0,275.0,280.0,203.0,60.0,2876.0,,,2925,2930,3031.0,,116.76130093510685,138.86743631964842,137.79928984899038,40.0,16.0,1.5,130,2.08,115.0,850.0,500.0
NEGOMBO WHITE 30% + rPET 70%,36.0,0.3,2.0,90.0,3.0,178.0,13.0,45.0,275.0,278.0,280.0,285.0,285.0,167.0,60.0,2876.0,,,2949,2974,3045.0,,120.10034162087425,145.2518469814308,139.89278549341915,40.0,16.0,1.5,130,2.02,130.0,850.0,500.0
BATCH 2,36.0,0.3,2.0,90.0,3.0,2.0,14.0,40.0,275.0,280.0,290.0,295.0,298.0,200.0,75.0,2949.0,,,2978,2964,3065.0,20.0,122.73363539885445,144.09527726727924,142.26282626492625,40.0,16.0,1.5,140,2.15,129.0,500.0,355.0
BATCH 2,36.0,0.3,2.0,90.0,3.0,2.0,13.0,40.0,275.0,280.0,290.0,295.0,298.0,200.0,75.0,2949.0,,,2978,2964,3065.0,20.0,122.79864319020554,145.9833655846012,142.07133759566696,40.0,16.0,1.5,125,2.2,130.0,500.0,355.0
BATCH 2,36.0,0.3,2.0,90.0,3.0,2.0,13.5,40.0,275.0,280.0,290.0,290.0,295.0,207.0,75.0,2955.0,,,2978,2960,3070.0,12.0,121.05981840876728,142.87786290440368,141.06059535348865,40.0,16.0,1.5,130,2.11,130.0,500.0,355.0
BATCH 2,72.0,0.3,2.0,90.0,1.0,2.0,13.5,46.0,280.0,290.0,295.0,295.0,305.0,139.0,95.0,2954.0,,,2970,2960,3068.0,16.0,111.14036597362363,133.49777280050566,137.81123092600066,40.0,20.0,1.35,135,2.22,126.0,500.0,355.0
BATCH 2,72.0,0.3,2.0,90.0,1.0,2.0,13.2,45.0,280.0,290.0,295.0,300.0,305.0,130.0,95.0,2954.0,,,2970,2960,3068.0,16.0,111.52501562938933,135.25835727008234,138.37723785134597,40.0,20.0,1.35,130,2.15,126.0,500.0,355.0
BATCH 2,72.0,0.3,2.0,90.0,1.0,2.0,13.0,46.0,280.0,290.0,295.0,300.0,300.0,139.0,95.0,2880.0,,,2915,2900,3000.0,18.0,108.9504001663154,131.4083730382603,135.67517310468008,40.0,20.0,1.3,130,2.3,130.0,500.0,355.0
BATCH 2,72.0,0.3,2.0,90.0,1.0,2.0,13.0,46.0,280.0,290.0,295.0,300.0,300.0,139.0,95.0,2900.0,,,2930,2895,3000.0,18.0,108.71591834204226,132.17968551914242,136.15599438770164,30.0,20.0,1.3,130,2.3,133.0,500.0,355.0
TPX DX350,48.0,0.4,4.0,60.0,0.0,,10.0,51.0,275.0,285.0,290.0,290.0,285.0,47.0,80.0,1600.0,1650.0,1960.0,2350,2250,2330.0,,135.0,160.0,140.0,30.0,15.0,1.4,85,2.0,20.0,0.0,0.0
TPX DX350,48.0,0.4,4.0,60.0,0.0,,10.21,53.0,275.0,285.0,290.0,290.0,285.0,37.0,80.0,1600.0,1650.0,1960.0,2350,2250,2330.0,,135.0,160.0,140.0,30.0,15.0,1.4,88,2.05,22.0,0.0,0.0
TPX DX350,48.0,0.4,4.0,60.0,0.0,,9.5,51.0,275.0,285.0,290.0,290.0,285.0,42.0,80.0,920.0,1070.0,1638.0,2108,2044,2120.0,,135.0,160.0,140.0,30.0,12.0,1.4,88,3.54,25.7,0.0,0.0
TPX DX350,48.0,0.4,4.0,60.0,0.0,,9.5,51.0,275.0,285.0,290.0,290.0,285.0,42.0,80.0,950.0,1100.0,1670.0,2108,2044,2124.0,13.0,135.0,160.0,140.0,30.0,12.0,1.4,90,3.3,25.7,0.0,0.0
TPX DX350,48.0,0.4,4.0,60.0,0.0,,9.5,51.0,275.0,285.0,290.0,290.0,285.0,42.0,80.0,960.0,1100.0,1680.0,2108,2044,2124.0,13.0,135.0,160.0,140.0,30.0,12.0,1.4,90,3.37,26.4,0.0,0.0
NEGOMBO BLACK 30% + rPET 70%,72.0,0.3,2.0,90.0,3.0,178.0,13.0,46.0,268.0,273.0,280.0,275.0,278.0,32.0,60.0,2851.0,,,2861,2861,,,,,,20.0,16.0,1.5,130,1.78,138.5,500.0,355.0
NEGOMBO BLACK 30% + rPET 70%,72.0,0.3,2.0,90.0,3.0,178.0,13.0,46.0,268.0,273.0,280.0,275.0,278.0,29.0,60.0,3101.0,,,3125,3125,3230.0,,102.25832544872284,137.60896115472204,132.6525696038641,30.0,16.0,1.5,123,1.72,123.0,500.0,355.0
NEGOMBO BLACK 30% + rPET 70%,72.0,0.3,2.0,90.0,3.0,178.0,14.0,53.0,270.0,275.0,283.0,278.0,278.0,29.0,60.0,2875.0,,,2940,2940,3040.0,,103.45656504762957,136.36924182717274,131.49636250795385,30.0,16.0,1.5,130,1.78,132.0,500.0,355.0
rPET,72.0,0.4,2.0,90.0,3.0,2.0,24.0,45.0,285.0,295.0,300.0,300.0,297.0,251.0,120.0,3037.0,,,3057,3027,3130.0,,103.83505186940864,119.46227905956428,130.68348661609198,50.0,25.0,,230,2.78,120.0,500.0,355.0
rPET,72.0,0.4,2.0,90.0,3.0,2.0,22.0,43.0,285.0,295.0,300.0,300.0,297.0,243.0,100.0,3037.0,,,3057,3027,3130.0,,108.06846337786934,123.01615070441521,134.59957645544006,50.0,24.0,,210,2.43,105.0,500.0,355.0
TPX 350,48.0,0.4,4.0,60.0,2.0,2.0,11.0,65.0,275.0,285.0,290.0,290.0,286.0,32.0,120.0,1599.0,1799.0,2125.0,2612,2543,2650.0,,150.0,160.0,140.0,30.0,20.0,1.4,85,1.8,20.0,500.0,355.0
TPX 350,48.0,0.4,4.0,60.0,2.0,2.0,11.2,65.0,275.0,285.0,290.0,290.0,286.0,32.0,120.0,1599.0,1799.0,2125.0,2612,2543,2650.0,,150.0,160.0,140.0,30.0,20.0,1.4,85,2.25,22.0,500.0,355.0
TPX 350,48.0,0.4,4.0,60.0,2.0,2.0,12.0,92.6,275.0,285.0,290.0,290.0,286.0,32.0,120.0,1648.0,1826.0,2215.0,2675,2602,2700.0,,150.0,160.0,140.0,30.0,20.0,1.4,88,2.23,23.6,500.0,355.0
TPX 350,48.0,0.4,4.0,60.0,2.0,2.0,9.5,87.0,275.0,285.0,290.0,290.0,288.0,17.1,120.0,980.0,1124.0,1695.0,2108,2045,2134.0,,160.0,160.0,150.0,15.0,18.0,1.4,91,3.42,27.5,500.0,355.0
TPX 350,48.0,0.4,4.0,60.0,2.0,2.0,9.5,87.0,275.0,285.0,290.0,290.0,288.0,17.1,120.0,990.0,1140.0,1700.0,2108,2045,2134.0,,160.0,160.0,150.0,30.0,18.0,1.4,90,3.48,28.2,500.0,355.0
TPX 350,48.0,0.4,4.0,60.0,2.0,2.0,9.4,82.0,275.0,285.0,290.0,290.0,285.0,23.0,120.0,890.0,1050.0,1650.0,2020,1945,2035.0,,160.0,165.0,150.0,30.0,16.0,1.4,90,3.44,28.9,500.0,355.0
TPX 350,48.0,0.4,4.0,60.0,2.0,2.0,9.5,82.0,275.0,285.0,290.0,290.0,285.0,23.0,120.0,1800.0,1920.0,1970.0,2220,1985,2075.0,,160.0,165.0,150.0,30.0,16.0,1.4,88,1.4,25.0,500.0,355.0
LLDPE ASPUN (RESINEX),72.0,0.6,4.0,105.0,0.0,,30.0,53.0,215.0,220.0,225.0,225.0,225.0,145.0,120.0,641.0,670.0,2350.0,2602,2274,2370.0,,50.0,50.0,72.0,85.0,25.0,2.3,240,1.72,250.0,0.0,0.0
LLDPE ASPUN (RESINEX),72.0,0.6,4.0,105.0,0.0,,30.0,53.0,215.0,220.0,225.0,225.0,225.0,145.0,120.0,650.0,670.0,2350.0,2700,2375,2475.0,,50.0,50.0,72.0,85.0,25.0,2.3,230,1.84,234.0,0.0,0.0
LLDPE ASPUN (RESINEX),72.0,0.6,4.0,105.0,0.0,,30.0,53.0,215.0,220.0,225.0,225.0,225.0,145.0,120.0,650.0,670.0,2710.0,3000,2800,2900.0,,50.0,50.0,72.0,85.0,25.0,2.3,195,2.1,156.0,0.0,0.0
LLDPE ASPUN (RESINEX),72.0,0.6,4.0,105.0,0.0,,22.0,53.0,215.0,220.0,225.0,225.0,225.0,190.0,140.0,650.0,699.0,2200.0,2500,2450,2520.0,,50.0,62.0,77.0,5.0,20.0,2.3,170,1.81,196.0,0.0,0.0
TPX 350,48.0,0.4,4.0,60.0,2.0,178.0,15.0,88.0,275.0,285.0,290.0,290.0,285.0,50.0,120.0,1648.0,1826.0,2215.0,2675,2577,2680.0,,158.0,185.0,150.0,30.0,20.0,1.4,110,2.26,22.17,500.0,355.0
TPX 350,48.0,0.4,4.0,60.0,2.0,178.0,17.4,89.0,275.0,285.0,290.0,290.0,285.0,65.3,120.0,1648.0,1826.0,2215.0,2675,2577,2680.0,,158.0,185.0,150.0,30.0,20.0,1.4,131,2.14,23.11,500.0,355.0
PLA + 0.1 Silano,48.0,0.4,2.0,60.0,1.0,178.0,11.0,50.0,210.0,215.0,220.0,225.0,225.0,0.0,40.0,850.0,900.0,1800.0,2050,2050,2109.0,,70.0,100.0,131.0,30.0,18.0,1.35,160,1.12,32.6,500.0,355.0
PLA + 0.1 Silano,48.0,0.4,2.0,60.0,1.0,178.0,13.0,55.0,210.0,215.0,220.0,225.0,225.0,0.0,40.0,850.0,900.0,1300.0,2350,2500,2573.0,,70.0,100.0,131.0,30.0,18.0,1.35,150,1.92,37.7,500.0,355.0
rPET,72.0,0.3,2.0,90.0,1.0,178.0,13.0,79.0,280.0,285.0,290.0,290.0,290.0,104.4,70.0,2900.0,,,2915,2895,3000.0,14.0,121.00331871272361,147.6407331696115,143.1951771089839,30.0,20.0,1.3,130,2.45,111.22,500.0,355.0
rPET,72.0,0.3,2.0,90.0,1.0,178.0,13.0,79.0,280.0,288.0,292.0,295.0,295.0,104.2,105.0,2810.0,,,2817,2793,2920.0,14.0,121.99766164734592,151.84723533394458,142.81406231208933,30.0,18.0,1.3,133,2.58,124.42,500.0,355.0
PLA,72.0,0.3,2.0,90.0,2.0,2.0,28.8,48.0,98.3,80.0,225.0,230.0,240.0,245.0,240.0,2950.0,,,3100,3100,3080.0,,65.89718398381164,108.03673522986278,101.8512511998544,40.0,20.0,1.5,260,2.1,65.67,500.0,355.0
PLA,72.0,0.3,2.0,90.0,2.0,2.0,28.0,51.0,100.0,80.0,230.0,235.0,245.0,250.0,240.0,3050.0,,,3080,3062,3172.0,,68.76274573733188,116.79223163338673,107.4726648336829,40.0,18.0,1.5,240,2.32,71.17,500.0,355.0
PLA,72.0,0.3,2.0,90.0,2.0,2.0,23.0,48.5,83.1,80.0,230.0,235.0,245.0,250.0,240.0,2700.0,,,2719,2705,2800.0,,71.76278058150388,102.60967210949985,105.16579908463021,40.0,18.0,1.5,230,2.0,78.0,500.0,355.0
PLA,72.0,0.3,2.0,90.0,2.0,2.0,23.5,47.0,82.2,80.0,230.0,235.0,245.0,250.0,240.0,2600.0,,,2620,2605,2700.0,,69.74921773758939,97.68667532402552,103.6747380236275,40.0,18.0,1.5,235,2.05,84.4,500.0,355.0
PLA,72.0,0.3,2.0,90.0,2.0,2.0,24.5,48.0,83.6,80.0,230.0,235.0,245.0,250.0,240.0,2600.0,,,2620,2605,2700.0,,68.99388174799284,97.1227175149355,103.26388729499702,40.0,18.0,1.5,250,1.94,78.4,500.0,355.0
PLA,72.0,0.3,2.0,90.0,2.0,2.0,21.0,45.0,76.0,80.0,230.0,235.0,245.0,250.0,240.0,2600.0,,,2625,2615,2700.0,,71.5121382363256,98.91136118766363,104.24504430847358,40.0,18.0,1.5,210,2.11,85.3,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,12.0,20.0,90.0,50.0,165.0,170.0,175.0,180.0,185.0,1500.0,,,1800,1950,2000.0,,37.00807529801861,64.16347839887311,64.98067074013622,30.0,20.0,1.4,165,1.28,55.6,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,15.0,22.0,188.0,50.0,165.0,170.0,175.0,180.0,185.0,2100.0,,,2150,2123,2000.0,,37.460899809070355,59.246334290023626,65.06524345201098,40.0,20.0,1.55,200,0.93,58.4,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,14.0,21.0,162.0,50.0,165.0,170.0,175.0,180.0,185.0,2100.0,,,2150,2142,2000.0,,36.91459508629349,59.57669471465914,66.16778632857581,35.0,20.0,1.55,180,0.8,43.3,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,13.5,20.0,156.0,50.0,165.0,170.0,175.0,180.0,185.0,2130.0,,,2150,2132,2222.0,,39.62320208515652,61.451119323270355,68.69401402463598,20.0,16.0,1.4,165,1.0,47.5,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,13.5,20.0,156.0,50.0,165.0,170.0,175.0,180.0,185.0,2130.0,,,2150,2132,2222.0,,38.65867255583616,60.39565099752989,68.47578209815731,10.0,16.0,1.4,165,1.01,43.0,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,13.5,20.0,156.0,50.0,165.0,170.0,175.0,180.0,185.0,2130.0,,,2150,2132,2222.0,,37.58312530068786,60.19894163574761,67.75166478522036,13.0,16.0,1.4,165,0.73,36.0,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,12.0,23.0,102.0,50.0,170.0,175.0,180.0,185.0,190.0,1500.0,,,1800,1950,2000.0,,38.76877434475285,62.200873308925125,66.87041014039036,20.0,20.0,1.4,178,1.4,51.0,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,12.0,23.0,66.0,50.0,170.0,175.0,180.0,185.0,190.0,1400.0,,,1800,1950,2000.0,,38.141934899895034,60.85895393343034,67.30972331541932,20.0,20.0,1.4,170,1.38,46.0,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,11.5,23.0,40.0,50.0,170.0,175.0,180.0,185.0,190.0,1400.0,,,1800,1950,2000.0,,38.05597457255336,59.597646819470135,68.12342288921974,20.0,20.0,1.4,160,1.49,46.0,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,11.7,24.0,44.0,50.0,170.0,175.0,185.0,190.0,195.0,1350.0,1425.0,1850.0,1930,1995,2075.0,,40.0,60.0,70.0,20.0,20.0,1.4,168,1.36,38.0,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,11.7,24.0,56.0,50.0,170.0,175.0,185.0,190.0,195.0,1700.0,1850.0,2150.0,2350,2450,2540.0,,50.0,65.0,75.0,20.0,20.0,1.4,141,1.4,30.0,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,11.2,25.0,19.5,50.0,173.0,178.0,188.0,198.0,198.0,1400.0,,,1800,1950,2000.0,,38.33147356518607,59.21098184664758,67.26563873104772,20.0,20.0,1.4,168,1.16,48.0,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,11.5,26.0,19.5,50.0,173.0,178.0,188.0,198.0,198.0,1350.0,,,2000,2040,2000.0,,39.867835144218,58.929795812925626,69.7159919993625,20.0,20.0,1.4,166,1.2,40.0,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,11.5,26.0,36.0,50.0,170.0,175.0,185.0,190.0,195.0,1400.0,,,1980,2040,2060.0,,39.8302444381217,60.3482594851197,68.79827054492512,20.0,20.0,1.4,170,1.27,43.0,500.0,355.0
PHB DAN 04493,48.0,0.4,4.0,90.0,4.0,178.0,11.5,23.0,32.0,50.0,170.0,175.0,185.0,190.0,195.0,1400.0,,,1800,1950,2000.0,,37.70481371309704,58.94532937407917,67.84173517731963,20.0,20.0,1.4,165,1.3,40.0,500.0,355.0
